##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
RR_IN_PROV;The revolt risk in %s is %d percent.;Le risque de rйvolte а %s est de %d pour cent;Il rischio di sommosse и del %s del %d percento.;El riesgo de revueltas en %s es de %d por ciento.;Das Revoltenrisiko in %s liegt bei %d Prozent.;Ryzyko rewolucji %s wynosi %d procent.;;Риск восстания в провинции %s составляет %d процентов.;;;X
DIPEACETREATY;Peace Treaty with %s until %s.;Traitй de paix avec %s jusqu’а %s.;Trattato di pace con %s fino a %s.;Tratado de paz con %s hasta %s.;Friedensabkommen mit %s bis %s.;Traktat pokojowy z %s do %s.;;Мирный договор с государством %s до %s.;;;X
PO_SEPARATE;Separate Peace;Paix sйparйe;Pace separata;Paz por separado;Separatfrieden;Pokуj osobny;;Сепаратный мир;;;X
PO_ALLIANCE;For the Alliance;Pour l’alliance;Per l’alleanza;Por la alianza;Fьr das gesamte Bьndnis;Dla sojuszu;;Для союза;;;X
##;;;;;;;;;;;X
PROV_ESE;Effective Supply Efficiency in this province for your forces is currently %.2f percent.;L’efficacitй rйelle du ravitaillement de cette province pour vos forces est actuellement de %.2f pour-cent;L’efficienza rifornimenti effettiva delle tue forze in questa provincia и attualmente del %.2f percento.;La eficacia real del suministro para tus fuerzas en esta provincia actualmente es del es %.2f por ciento.;Die effektive Versorgungseffizienz fьr Ihre Truppen in dieser Provinz betrдgt momentan %.2f Prozent.;Efektywna wydajnoњж zaopatrzenia (EWZ) w tej prowincji wynosi aktualnie %.2f procent.;;Фактическая эффективность снабжения наших войск в этой провинции составляет %.2f процентов.;;;X
ESE_TXT;Effective Supply Efficiency: %.2f percent;Eff. rйelle du ravitaillement %.2f pour cent;Efficienza rifornimenti effettiva: %.2f p.c;Eficacia Real Suministro: %.2f por ciento;Versorgungseffizienz: %.2f Prozent;Efektywna wyd. zaopatrz.: %.2f procent;;Фактич. эффективность снабжения: %.2f проц.;;;X
ESE_NAME;Effective Supply Efficiency;Eff. rйelle du ravitaillement;Efficienza rif. effettiva;Eficacia real del suministro;Versorgungseffizienz;Efektywna wyd. zaopatrzenia;;Факт. эффективность снабжения;;;X
DEPRECATED_ESE_AVERAGE;Average Division ESE: %.2f\n;ERR moyenne de division : %.2f\n;EER media di divisione: %.2f\n;ERS media de la divisiуn: %.2f\n;Durchschnittliche eff. VE der Einheit: %.2f\n;Њrednia EWZ dywizji: %.2f\n;;Средняя ФЭС дивизии: %.2f\n;;;X
DEPRECATED_ESE_INFRA;Infrastructure: %.2f\n;Infrastructure : %.2f\n;Infrastrutture: %.2f\n;Infraestructuras: %.2f\n;Infrastruktur: %.2f\n;Infrastruktura: %.2f\n;;Инфраструктура: %.2f\n;;;X
DEPRECATED_ESE_HQ;HQ Bonus: %.2f\n;Bonus QG: %.2f\n;Bonus QG: %.2f\n;Bonif. por EM: %.2f\n;HQ-Bonus: %.2f\n;Premia sztabu: %.2f\n;;Штаб: %.2f\n;;;X
DEPRECATED_ESE_TOTAL;(Average %.2f + Infra: %.2f) /2 + HQ %.2f;(Moyenne %.2f + Infra: %.2f) /2 + HQ %.2f;(Media %.2f + Infra.: %.2f) /2 + QG %.2f;(%.2f de media + %.2f por infra.) /2 + %.2f por EM;(durchschnittliche eff. VE %.2f + Infrastr. %.2f) /2 + HQ %.2f;(Њrednio %.2f + Infra: %.2f)/2 + HQ %.2f;;(Средн.: %.2f + Инфр.: %.2f) /2 + Штаб: %.2f;;;X
DEPRECATED_ESE_LW;Logistics Wizard Bonus: %.2f\n;Bonus du Logisticien: %.2f\n;Bonus Mago della Logistica: %.2f\n;Bonus del asistente de logнstica: %.2f\n;Logistikgenie Bonus: %.2f\n;Bonus Czarodzieja Logistyki: %.2f\n;Logistics Wizard Bonus: %.2f\n;Бонус мастера снабжения: %.2f\n;;;X
ESE_TOTAL_LW;(Average %.2f + Infra: %.2f) /2 + LW %.2f + HQ %.2f;(Moyenne %.2f + Infra: %.2f) /2 + LOG %.2f + QG %.2f;(Media %.2f + Infrastruttura: %.2f) /2 + ML %.2f + QG %.2f;(Media %.2f + Infra: %.2f) /2 + LW %.2f + HQ %.2f;(Durchschnittlich %.2f + Infra: %.2f) /2 + LG %.2f + HQ %.2f;(Њr. %.2f + Infra: %.2f) /2 + Czar. Log. %.2f + Centr. Dow. %.2f;(Average %.2f + Infra: %.2f) /2 + LW %.2f + HQ %.2f;(Средний %.2f + Инфра: %.2f) /2 + LW %.2f + Штаб %.2f;;;X
HP_ATWARWITHUS;We are at War;Nous sommes en guerre;Siamo in guerra;Estamos en guerra.;Wir befinden uns im Krieg.;Jesteњmy w stanie wojny.;;Это наши враги;;;X
HP_ALLYTWITHUS;We are allied.;Nous sommes alliйs.;Siamo alleati.;Estamos aliados.;Wir sind mit ihnen verbьndet.;Jesteњmy sojusznikami.;;Это наши союзники;;;X
TOVV_HQESE;HQ ESE Bonus;Bonus QG ERR;Bonus ERE QG;Bonif. a ERS del EM;HQ-Bonus auf eff. VE;Premia dywizji dow. do EWZ;;Бонус к ФЭС от штаба;;;X
TOVV_GDEF;Ground Defense Efficiency;Efficacitй dйfense au sol;Efficienza della difesa terrestre;Eficacia defensa terrestre;Effizienz der Bodenverteidigung;Wydajnoњж obrony l№dowej;;Эффективность наземной обороны;;;X
TOVV_HQCOMCHA;HQ Bonus chance;Opportunitй de bonus QG;Opportunitа bonus QG;Probabilidad bonus en EM;HQ Bonus-Chance;Szansa na premiк dyw. dow.;;Шанс на бонус от штаба;;;X
RCDM_CANCEL_TRADE_AGREEMENT;Cancel Trade Agreement;Annuler Accord d’йchange commercial;Annulla l'accordo commerciale;Canc. acuerdo comercial;Handel beenden;Zerwij umowк handlow№;;Разорвать торговое соглашение;;;X
AT_DATE;§YAt: %s\n;§Yа: %s\n;§YA: %s\n;§YEn: %s\n;§YAm: %s\n;§YDnia: %s\n;;§YК наступлению даты %s:\n;;;X
BETWEEN_DATE;§YBetween %s and %s\n;§YEntre %s et %s\n;§YTra %s e %s\n;§YEntre %s y %s\n;§YZwischen %s und %s\n;§YPomiкdzy %s i %s\n;;§YВ период между %s и %s:\n;;;X
##;;;;;;;;;;;X
TOVV_CDEF;Convoy Escort Efficiency;Efficacitй dйfense convoi;Efficienza difesa convoglio;Eficacia escolta convoy;Effizienz der Konvoi-Eskorten;Wydajnoњж eskorty konwoju;;Эффективность охраны конвоев;;;X
TOVV_LFEF;Land Fort Efficiency;Efficacitй fort. terrestres;Efficienza del forte terrestre;Eficacia fort. terrestre;Effizienz der Landbefestigung;Wydajnoњж fortyfikacji l№dowych;;Эффективность укреплений;;;X
TOVV_CFEF;Coast Fort Efficiency;Efficacitй fort. cфtiиres;Efficienza del forte costiero;Eficacia fort. costera;Effizienz der Kьstenbefestigung;Wydajnoњж fortyfikacji nadbrz.;;Эффективность берег. укреплений;;;X
BATTLE_DPROGRESS;The defenders have made %.1f percent progress in their effort to repulse the attackers.;Les dйfenseurs font des progrиs de %.1f pour-cent pour repousser les assaillants.;I difensori hanno acquisito un progresso del %.1f percento nel tentativo di respingere l’attacco.;Los defensores han avanzado un %.1f por ciento en sus esfuerzos por rechazar a los atacantes.;Die Verteidiger machen %.1f Prozent Fortschritt in ihren Bemьhungen, den Angreifer zurьckzuschlagen.;Obroсcy osi№gnкli %.1f procent postкpu w odpieraniu atakuj№cych.;;Обороняющаяся сторона отбила %.1f процентов атакующих сил.;;;X
BATTLE_APROGRESS;The attackers have made %.1f percent progress in their effort to defeat the defenders.;Les assaillants font des progrиs de %.1f pour-cent pour vaincre les dйfenseurs.;Gli attaccanti hanno acquisito un progresso del %.1f percento nel tentativo di avere la meglio sui difensori.;Los atacantes han avanzado un %.1f por ciento en sus esfuerzos por derrotar a los defensores.;Die Angreifer machen %.1f Prozent Fortschritt in ihren Bemьhungen, den Verteidiger zu schlagen.;Atakuj№cy osi№gnкli %.1f procent postкpu w atakowaniu obroсcуw.;;Атакующая сторона уничтожила %.1f процентов обороняющихся сил.;;;X
DEV_REDEPLOY_T_IRO;This unit is currently being redeployed.;Cette unitй est en cours de redйploiement;Unitа attualmente rischierata.;Esta unidad se estб trasladando en la actualidad.;Diese Einheit wird momentan umgruppiert.;Jednostka jest obecnie dyslokowana.;;Эта часть перемещается стратегически.;;;X
ETA;ETA;Arrivйe prйvue;TAS;TELl;GAZ;ETA;;Расчетное время прибытия:;;;X
##;;;;;;;;;;;X
NOPOSSBRIGADE;No brigades can be attached to this type of unit.;Aucune brigade ne peut кtre rattachйe а ce type d’unitй.;Non и possibile aggregata alcuna brigata a questo tipo di unitа.;No se puede agregar ninguna brigada a este tipo de unidad.;Diesem Einheitentyp kцnnen keine Brigaden zugewiesen werden.;Do tego typu jednostki nie moїna doі№czaж brygad.;;Таким частям нельзя придавать бригады.;;;X
ATTACHTOTHIS;You can attach the following brigades to this unit.\n;Vous pouvez attacher les brigades suivantes а cette unitй.\n;Puoi aggiungere a questa unitа le seguenti brigate.\n;No puedes agregar las brigadas siguientes a esta unidad.\n;Dieser Einheit kцnnen folgende Brigaden zugewiesen werden:\n;Do tego typu jednostki moїesz doі№czyж nastкpuj№ce brygady.\n;;Этой части вы можете придать следующие бригады.\n;;;X
ATTACHTHIS;This brigade can be attached to\n;Cette brigade peut кtre reliйe а\n;Questa brigata puт essere aggregata a\n;Esta brigada puede agregarse a\n;Diese Brigade kann folgenden Einheiten zugewiesen werden:\n;Brygada moїe byж doі№czona do \n;;Эту бригаду нельзя придать части\n;;;X
##;;;;;;;;;;;X
CAPITAL;Capital: ;Capitale : ;Capitale:;Capital: ;Hauptstadt:   ;Stolica:;;Столица: ;;;X
##;;;;;;;;;;;X
AIRBASE_IRO;Airbase\nCurrent Size: %.2f/%.0f\n----------------------------------\n;Base aйrienne\nTaille actuelle : %.2f/%.0f\n----------------------------------\n;Base aerea\nAttuali dimensioni: %.2f/%.0f\n----------------------------------\n;Base aйrea\nTamaсo actual: %.2f/%.0f\n----------------------------------\n;Fliegerhorst\nAktuelle GrцЯe: %.2f/%.0f\n----------------------------------\n;Baza lotnicza\nAktualny rozmiar: %.2f/%.0f \n----------------------------------\n;;Авиабаза\nРазмер: %.2f/%.0f\n----------------------------------\n;;;X
ORG_REGAIN_IRO;Daily regain;Org. regagnйe quotidiennement;Recupero giornaliero;Recuperaciуn diaria;Tдglich zurьckgewonnen;Dzienny wzrost;;Ежедневное изменение;;;X
NOSTRATREDEP;You can not move your garrison divisions unless you have developed the technology which allows you to strategically redeploy them.;Vous ne pouvez dйplacer vos garnisons, а moins de n’avoir dйveloppй la technologie qui vous permettra de les redйployer de maniиre stratйgique.;Non puoi spostare i tuoi presidi a meno che tu non abbia sviluppato la tecnologia che ti consente di rischierarli strategicamente.;No puedes mover a la guarniciуn a menos que hayas desarrollado la tecnologнa que te permita trasladarla estratйgicamente.;Sie kцnnen Ihre Garnisonsdivision nicht bewegen, wenn Sie keine Technologie entwickelt haben, die es Ihnen erlaubt, sie strategisch zu verlegen.;Nie moїesz zmieniж miejsca stacjonowania dywizji garnizonowych, o ile nie wynajdziesz technologii pozwalaj№cej na strategiczn№ dyslokacjк takich jednostek.;;Ваши гарнизоны не могут двигаться, пока вы не разработали технологию, позволяющую стратегически перемещать их.;;;X
TRANSPORT_MAY_NOTFIRE;A transport can not fire in combat.;Un transport ne peut tirer pendant le combat.;Un mezzo di trasporto non puт far fuoco in battaglia.;Un transporte no puede disparar en combate.;Ein Transporter kann im Kampf nicht feuern.;Transportowce nie mog№ uczestniczyж w walce.;;Транспорты не могут атаковать врага.;;;X
ZEROORG_MAY_NOTFIRE;This unit is too disorganized and demoralized to do anything in this round of combat.;Cette unitй est trop mal organisйe pour faire quoi que ce soit d’efficace dans cette manche du combat.;Quest’unitа и troppo disorganizzata per ottenere prestazioni soddisfacenti in questa battaglia.;Esta unidad estб demasiado mal organizada para hacer algo eficaz esta ronda de combate.;Diese Einheit hat zu wenig Organisation um noch weiterkдmpfen zu kцnnen.;Ta jednostka jest zbyt sіabo zorganizowana, aby zrobiж cokolwiek w tej rundzie walki.;;Эта часть слишком дезорганизована и деморализована и не может участвовать в этой фазе боя.;;;X
NOTARGETSRANGE;There are no targets within range for this mission.;Il n’y a aucune cible а portйe pour cette mission.;Questa missione non prevede la presenza di un raggio limite per i bersagli.;Para esta misiуn no hay objetivos dentro del radio de acciуn.;In Reichweite dieser Mission gibt es keine Ziele.;W zasiкgu tej jednostki nie ma celуw odpowiadaj№cych tego typu misji.;;Для этого задания нет целей в радиусе действия.;;;X
PRIOICON_IRO;This unit is prioritized for reinforcements and upgrades.;Cette unitй a la prioritй pour le renforcement et les amйliorations.;A quest’unitа и stato assegnato un ordine di prioritа per la fornitura di rinforzi e potenziamenti.;Esta unidad tiene prioridad para recibir refuerzos y mejoras.;Diese Einheit hat Prioritдt bei Verstдrkung und Aufrьstung.;Ta jednostka ma priorytet jeњli chodzi o modernizacjк i uzupeіnienia.;;Эта часть получает пополнение и переоснащается в первую очередь.;;;X
BEACH_IRO;This province has enough beaches to allow a hostile army to land on.;Cette province a suffisamment de plages pour qu’une armйe hostile puissent y dйbarquer.;Questa provincia dispone di spiagge sufficienti per consentire a un esercito ostile di atterrarvi.;Esta provincia cuenta con bastantes playas para permitir que un ejйrcito hostil desembarque en ella.;In dieser Provinz gibt es genьgend Strдnde an denen feindliche Armeen landen kцnnen.;Ta prowincja ma wystarczaj№co duїo plaї, aby obce armie mogіy dokonaж desantu.;;В этой провинции есть побережья, которые могут послужить плацдармом для высадки врага с моря.;;;X
PROV_DEPOT;This province contains a depot with the following resources:\n;Cette province comporte un dйpфt avec les ressources suivantes:\n;In questa provincia c’и un deposito con le seguenti risorse:\n;Esta provincia cuenta con un depуsito con los recursos siguientes:\n;In dieser Provinz gibt es ein Lager mit folgenden Ressourcen:\n;Ta prowincja posiada magazyn, zawieraj№cy nastкpuj№ce zasoby:\n;;В этой провинции расположен склад со следующими ресурсами:\n;;;X
BUTTON_0004;;;;;;;;;;;X
BUTTON_0003;;;;;;;;;;;X
BUTTON_0005;;;;;;;;;;;X
BUTTON_0006;;;;;;;;;;;X
BUTTON_0007;;;;;;;;;;;X
BUTTON_0081;;;;;;;;;;;X
BUTTON_0014;;;;;;;;;;;X
BUTTON_0015;;;;;;;;;;;X
BUTTON_0016;;;;;;;;;;;X
BUTTON_0017;;;;;;;;;;;X
BUTTON_0020;;;;;;;;;;;X
BUTTON_0021;;;;;;;;;;;X
BUTTON_0024;;;;;;;;;;;X
BUTTON_0065;;;;;;;;;;;X
BUTTON_0066;;;;;;;;;;;X
BUTTON_0073;;;;;;;;;;;X
BUTTON_0074;;;;;;;;;;;X
BUTTON_0201;;;;;;;;;;;X
BUTTON_0083;;;;;;;;;;;X
BUTTON_0202;;;;;;;;;;;X
BUTTON_0084;;;;;;;;;;;X
BUTTON_0085;;;;;;;;;;;X
BUTTON_0203;;;;;;;;;;;X
BUTTON_0086;;;;;;;;;;;X
BUTTON_0204;;;;;;;;;;;X
BUTTON_0087;;;;;;;;;;;X
BUTTON_0213;;;;;;;;;;;X
BUTTON_0097;;;;;;;;;;;X
BUTTON_0099;;;;;;;;;;;X
BUTTON_0101;;;;;;;;;;;X
BUTTON_0103;;;;;;;;;;;X
BUTTON_0105;;;;;;;;;;;X
BUTTON_0107;;;;;;;;;;;X
BUTTON_0109;;;;;;;;;;;X
##;;;;;;;;;;;X
EE_NUKE_PROD;Doubles the rate of atomic bomb production.;Double le taux de production de la bombe atomique.;Raddoppia la produzione di bombe atomiche.;Duplica el ritmo de producciуn de la bomba atуmica.;Verdoppelt die Atombombenproduktionsrate.;Podwaja tempo produkcji bomb j№drowych.;;Удваивает объем производства атомных бомб.;;;X
DEPRECATED_EE_PATTERN_CHANGE;Weather in %s changed to %s. ;Le temps de %s est passй а %s. ;Il tempo in %s и cambiato in %s.;El clima de %s cambia a %s.;Das Wetter in %s дndert sich zu %s.;Pogoda w %s zmieniіa siк na %s.;;Погода в провинции %s меняется на %s.;;;X
DEPRECATED_EE_MONEY;Money: %+.1f;Argent : %+.1f;Soldi: %+.1f;Dinero: %+.1f;Geld: %+.1f;Pieni№dze: %+.1f;;Деньги: %+.1f;;;X
DEPRECATED_EE_NO_EFFECT;No Immediate Effect;Sans effet immйdiat;Nessun effetto immediato;Sin efecto inmediato;Keine direkte Auswirkung;Brak natychmiastowego efektu;;Не дает непосредственного эффекта;;;X
DEPRECATED_EE_CHANGE_CAMPAIGN;Switch to the '%s' campaign.;Passer а la campagne '%s';Passa alla campagna '%s'.;Cambia a la campaсa de '%s'.;Zum '%s' Feldzug wechseln.;Przeі№cz na kampaniк '%s'.;;Переключить на кампанию '%s'.;;;X
DEPRECATED_EE_ENDGAME;End the current campaign, and return to the main menu;Finir la campagne en cours, et revenir au menu principal;Termina la campagna attuale e torna al menu principale.;Finaliza la campaсa actual y regresa al menъ principal;Den aktuellen Feldzug beenden und zurьck zum Hauptmenь;Zakoсcz obecn№ kampaniк i powrуж do gіуwnego menu.;;Выход из кампании и возврат в главное меню;;;X
DEPRECATED_EE_PROTECT;Join all wars %s is in.;Participer а toutes les guerres oщ se trouve %s.;Partecipa a tutte le guerre in cui и coinvolta la nazione %s;Unirse a todas las guerras en las que estй %s.;Allen Kriegen beitreten, in denen sich %s befindet.;Doі№cz do wszystkich wojen, ktуre toczy %s.;;Присоединение ко всем войнам, которые ведет государство %s.;;;X
