##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV1888;Sacramento;Sacramento;Sacramento;Sacramento;Sacramento;Sacramento;;;;;X
PROV1889;San Francisco;San Francisco;San Francisco;San Francisco;San Francisco;San Francisco;;;;;X
PROV1890;Eureka;Eureka;Eureka;Eureka;Eureka;Eureka;;;;;X
PROV1891;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;;;;;X
PROV1892;San Bernardino;San Bernardino;San Bernardino;San Bernardino;San Bernardino;San Bernardino;;;;;X
PROV1893;Las Vegas;Las Vegas;Las Vegas;Las Vegas;Las Vegas;Las Vegas;;;;;X
PROV1894;Elko;Elko;Elko;Elko;Elko;Elko;;;;;X
PROV1895;Reno;Reno;Reno;Reno;Reno;Reno;;;;;X
PROV1896;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;;;;;X
PROV1897;Grand Junction;Grand Junction;Grand Junction;Grand Junction;Grand Junction;Grand Junction;;;;;X
PROV1898;Rock Springs;Rock Springs;Rock Springs;Rock Springs;Rock Springs;Rock Springs;;;;;X
PROV1899;Saint George;Saint George;Saint George;Saint George;Saint George;Saint George;;;;;X
PROV1900;Phoenix;Phoenix;Phoenix;Phoenix;Phoenix;Phoenix;;;;;X
PROV1901;Tucson;Tucson;Tucson;Tucson;Tucson;Tucson;;;;;X
PROV1902;Flagstaff;Flagstaff;Flagstaff;Flagstaff;Flagstaff;Flagstaff;;;;;X
PROV1903;Carlsbad;Carlsbad;Carlsbad;Carlsbad;Carlsbad;Carlsbad;;;;;X
PROV1904;Albuquerque;Albuquerque;Albuquerque;Albuquerque;Albuquerque;Albuquerque;;;;;X
PROV1905;Roswell;Roswell;Roswell;Roswell;Roswell;Roswell;;;;;X
PROV1906;Santa Fe;Santa Fe;Santa Fe;Santa Fe;Santa Fe;Santa Fe;;;;;X
PROV1907;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;;;;;X
PROV1908;Denver;Denver;Denver;Denver;Denver;Denver;;;;;X
PROV1909;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;;;;;X
PROV1910;Wichita;Wichita;Wichita;Wichita;Wichita;Wichita;;;;;X
PROV1911;Lawton;Lawton;Lawton;Lawton;Lawton;Lawton;;;;;X
PROV1912;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;;;;;X
PROV1913;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;;;;;X
PROV1914;Kansas City;Kansas City;Kansas City;Kansas City;Kansas City;Kansas City;;;;;X
PROV1915;Jonesboro;Jonesboro;Jonesboro;Jonesboro;Jonesboro;Jonesboro;;;;;X
PROV1916;Ardmore;Ardmore;Ardmore;Ardmore;Ardmore;Ardmore;;;;;X
PROV1917;Fort Smith;Fort Smith;Fort Smith;Fort Smith;Fort Smith;Fort Smith;;;;;X
PROV1918;Little Rock;Little Rock;Little Rock;Little Rock;Little Rock;Little Rock;;;;;X
PROV1919;Tyler;Tyler;Tyler;Tyler;Tyler;Tyler;;;;;X
PROV1920;Lubbock;Lubbock;Lubbock;Lubbock;Lubbock;Lubbock;;;;;X
PROV1921;Amarillo;Amarillo;Amarillo;Amarillo;Amarillo;Amarillo;;;;;X
PROV1922;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;;;;;X
PROV1923;El Paso;El Paso;El Paso;El Paso;El Paso;El Paso;;;;;X
PROV1924;Dallas;Dallas;Dallas;Dallas;Dallas;Dallas;;;;;X
PROV1925;Austin;Austin;Austin;Austin;Austin;Austin;;;;;X
PROV1926;San Antonio;San Antonio;San Antonio;San Antonio;San Antonio;San Antonio;;;;;X
PROV1927;Abilene;Abilene;Abilene;Abilene;Abilene;Abilene;;;;;X
PROV1928;Houston;Houston;Houston;Houston;Houston;Houston;;;;;X
PROV1929;Monroe;Monroe;Monroe;Monroe;Monroe;Monroe;;;;;X
PROV1930;Shreveport;Shreveport;Shreveport;Shreveport;Shreveport;Shreveport;;;;;X
PROV1931;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;;;;;X
PROV1932;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;;;;;X
PROV1933;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;;;;;X
PROV1934;Lafayette;Lafayette;Lafayette;Lafayette;Lafayette;Lafayette;;;;;X
PROV1935;Tupelo;Tupelo;Tupelo;Tupelo;Tupelo;Tupelo;;;;;X
PROV1936;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;;;;;X
PROV1937;Natchez;Natchez;Natchez;Natchez;Natchez;Natchez;;;;;X
PROV1938;Vicksburg;Vicksburg;Vicksburg;Vicksburg;Vicksburg;Vicksburg;;;;;X
PROV1939;Jackson;Jackson;Jackson;Jackson;Jackson;Jackson;;;;;X
PROV1940;Memphis;Memphis;Memphis;Memphis;Memphis;Memphis;;;;;X
PROV1941;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;;;;;X
PROV1942;Knoxville;Knoxville;Knoxville;Knoxville;Knoxville;Knoxville;;;;;X
PROV1943;Nashville;Nashville;Nashville;Nashville;Nashville;Nashville;;;;;X
PROV1944;Mobile;Mobile;Mobile;Mobile;Mobile;Mobile;;;;;X
PROV1945;Gadsden;Gadsden;Gadsden;Gadsden;Gadsden;Gadsden;;;;;X
PROV1946;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;;;;;X
PROV1947;Montgomery;Montgomery;Montgomery;Montgomery;Montgomery;Montgomery;;;;;X
PROV1948;Tampa;Tampa;Tampa;Tampa;Tampa;Tampa;;;;;X
PROV1949;Orlando;Orlando;Orlando;Orlando;Orlando;Orlando;;;;;X
PROV1950;Pensacola;Pensacola;Pensacola;Pensacola;Pensacola;Pensacola;;;;;X
PROV1951;Tallahassee;Tallahassee;Tallahassee;Tallahassee;Tallahassee;Tallahassee;;;;;X
PROV1952;Jacksonville;Jacksonville;Jacksonville;Jacksonville;Jacksonville;Jacksonville;;;;;X
PROV1953;Miami;Miami;Miami;Miami;Miami;Miami;;;;;X
PROV1954;Macon;Macon;Macon;Macon;Macon;Macon;;;;;X
PROV1955;Atlanta;Atlanta;Atlanta;Atlanta;Atlanta;Atlanta;;;;;X
PROV1956;Savannah;Savannah;Savannah;Savannah;Savannah;Savannah;;;;;X
PROV1957;Columbia;Columbia;Columbia;Columbia;Columbia;Columbia;;;;;X
PROV1958;Greenville;Greenville;Greenville;Greenville;Greenville;Greenville;;;;;X
PROV1959;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;;;;;X
PROV1960;Charleston;Charleston;Charleston;Charleston;Charleston;Charleston;;;;;X
PROV1961;Raleigh;Raleigh;Raleigh;Raleigh;Raleigh;Raleigh;;;;;X
PROV1962;Charlotte;Charlotte;Charlotte;Charlotte;Charlotte;Charlotte;;;;;X
PROV1963;Wilmington;Wilmington;Wilmington;Wilmington;Wilmington;Wilmington;;;;;X
PROV1964;Asheville;Asheville;Asheville;Asheville;Asheville;Asheville;;;;;X
PROV1965;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;;;;;X
PROV1966;Merida;Merida;Merida;Merida;Merida;Merida;;;;;X
PROV1967;Matamoros;Matamoros;Matamoros;Matamoros;Matamoros;Matamoros;;;;;X
PROV1968;Veracruz;Veracruz;Veracruz;Veracruz;Veracruz;Veracruz;;;;;X
PROV1969;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;;;;;X
PROV1970;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;;;;;X
PROV1971;Morelia;Morelia;Morelia;Morelia;Morelia;Morelia;;;;;X
PROV1972;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;;;;;X
PROV1973;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;;;;;X
PROV1974;Mexico City;Mexico City;Mexico City;Mexico City;Mexico City;Mexico City;;;;;X
PROV1975;Monterrey;Monterrey;Monterrey;Monterrey;Monterrey;Monterrey;;;;;X
PROV1976;Saltillo;Saltillo;Saltillo;Saltillo;Saltillo;Saltillo;;;;;X
PROV1977;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;;;;;X
PROV1978;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;;;;;X
PROV1979;Hermosillo;Hermosillo;Hermosillo;Hermosillo;Hermosillo;Hermosillo;;;;;X
PROV1980;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;;;;;X
PROV1981;Tijuana;Tijuana;Tijuana;Tijuana;Tijuana;Tijuana;;;;;X
PROV1982;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;;;;X
PROV1983;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;;;;;X
PROV1984;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;;;;;X
PROV1985;Cali;Cali;Cali;Cali;Cali;Cali;;;;;X
PROV1986;Barranquilla;Barranquilla;Barranquilla;Barranquilla;Barranquilla;Barranquilla;;;;;X
PROV1987;Medellin;Medellin;Medellin;Medellin;Medellin;Medellin;;;;;X
PROV1988;Maracaibo;Maracaibo;Maracaibo;Maracaibo;Maracaibo;Maracaibo;;;;;X
PROV1989;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;;;;;X
PROV1990;Cúcuta;Cúcuta;Cúcuta;Cúcuta;Cúcuta;Cúcuta;;;;;X
PROV1991;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;;;;;X
PROV1992;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;;;;;X
PROV1993;Caracas;Caracas;Caracas;Caracas;Caracas;Caracas;;;;;X
PROV1994;Villavicencio;Villavicencio;Villavicencio;Villavicencio;Villavicencio;Villavicencio;;;;;X
PROV1995;Maturin;Maturin;Maturin;Maturin;Maturin;Maturin;;;;;X
PROV1996;Barinas;Barinas;Barinas;Barinas;Barinas;Barinas;;;;;X
PROV1997;Georgetown;Georgetown;Georgetown;Georgetown;Georgetown;Georgetown;;;;;X
PROV1998;Bartica;Bartica;Bartica;Bartica;Bartica;Bartica;;;;;X
PROV1999;Paramaribo;Paramaribo;Paramaribo;Paramaribo;Paramaribo;Paramaribo;;;;;X
PROV2000;Cayenne;Cayenne;Cayenne;Cayenne;Cayenne;Cayenne;;;;;X
PROV2001;Manacapuru;Manacapuru;Manacapuru;Manacapuru;Manacapuru;Manacapuru;;;;;X
PROV2002;Rio Branco;Rio Branco;Rio Branco;Rio Branco;Rio Branco;Rio Branco;;;;;X
PROV2003;Tefe;Tefe;Tefe;Tefe;Tefe;Tefe;;;;;X
PROV2004;Maraba;Maraba;Maraba;Maraba;Maraba;Maraba;;;;;X
PROV2005;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;;;;;X
PROV2006;Macapa;Macapa;Macapa;Macapa;Macapa;Macapa;;;;;X
PROV2007;Puyo;Puyo;Puyo;Puyo;Puyo;Puyo;;;;;X
PROV2008;Iquitos;Iquitos;Iquitos;Iquitos;Iquitos;Iquitos;;;;;X
PROV2009;Florencia;Florencia;Florencia;Florencia;Florencia;Florencia;;;;;X
PROV2010;Nauta;Nauta;Nauta;Nauta;Nauta;Nauta;;;;;X
PROV2011;Pucallpa;Pucallpa;Pucallpa;Pucallpa;Pucallpa;Pucallpa;;;;;X
PROV2012;Requena;Requena;Requena;Requena;Requena;Requena;;;;;X
PROV2013;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;;;;;X
PROV2014;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;;;;;X
PROV2015;Cuzco;Cuzco;Cuzco;Cuzco;Cuzco;Cuzco;;;;;X
PROV2016;Lima;Lima;Lima;Lima;Lima;Lima;;;;;X
PROV2017;Arequipa;Arequipa;Arequipa;Arequipa;Arequipa;Arequipa;;;;;X
PROV2018;Tarapoto;Tarapoto;Tarapoto;Tarapoto;Tarapoto;Tarapoto;;;;;X
PROV2019;Cobija;Cobija;Cobija;Cobija;Cobija;Cobija;;;;;X
PROV2020;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;;;;;X
PROV2021;Sucre;Sucre;Sucre;Sucre;Sucre;Sucre;;;;;X
PROV2022;Valparaiso;Valparaiso;Valparaiso;Valparaiso;Valparaiso;Valparaiso;;;;;X
PROV2023;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;;;;;X
PROV2024;Iquique;Iquique;Iquique;Iquique;Iquique;Iquique;;;;;X
PROV2025;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Antofagasta;;;;;X
PROV2026;Salta;Salta;Salta;Salta;Salta;Salta;;;;;X
PROV2027;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;;;;;X
PROV2028;Mendoza;Mendoza;Mendoza;Mendoza;Mendoza;Mendoza;;;;;X
PROV2029;San Juan;San Juan;San Juan;San Juan;San Juan;San Juan;;;;;X
PROV2030;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;;;;;X
PROV2031;Temuco;Temuco;Temuco;Temuco;Temuco;Temuco;;;;;X
PROV2032;Talcahuano;Talcahuano;Talcahuano;Talcahuano;Talcahuano;Talcahuano;;;;;X
PROV2033;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;;;;;X
PROV2034;Neuquen;Neuquen;Neuquen;Neuquen;Neuquen;Neuquen;;;;;X
PROV2035;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;;;;;X
PROV2036;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;;;;;X
PROV2037;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;;;;;X
PROV2038;Trelew;Trelew;Trelew;Trelew;Trelew;Trelew;;;;;X
PROV2039;Viedma;Viedma;Viedma;Viedma;Viedma;Viedma;;;;;X
PROV2040;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;;;;;X
PROV2041;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;;;;;X
PROV2042;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;;;;;X
PROV2043;Porvenir;Porvenir;Porvenir;Porvenir;Porvenir;Porvenir;;;;;X
PROV2044;Ushuaia;Ushuaia;Ushuaia;Ushuaia;Ushuaia;Ushuaia;;;;;X
PROV2045;Stanley;Stanley;Stanley;Stanley;Stanley;Stanley;;;;;X
PROV2046;Villa Hayes;Villa Hayes;Villa Hayes;Villa Hayes;Villa Hayes;Villa Hayes;;;;;X
PROV2047;Nuestra Senora de la Asuncion;Nuestra Senora de la Asuncion;Nuestra Senora de la Asuncion;Nuestra Senora de la Asuncion;Nuestra Senora de la Asuncion;Nuestra Senora de la Asuncion;;;;;X
PROV2048;La Plata;La Plata;La Plata;La Plata;La Plata;La Plata;;;;;X
PROV2049;Corrientes;Corrientes;Corrientes;Corrientes;Corrientes;Corrientes;;;;;X
PROV2050;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;;;;;X
PROV2051;Salto;Salto;Salto;Salto;Salto;Salto;;;;;X
PROV2052;Montevideo;Montevideo;Montevideo;Montevideo;Montevideo;Montevideo;;;;;X
PROV2053;Mar del Plata;Mar del Plata;Mar del Plata;Mar del Plata;Mar del Plata;Mar del Plata;;;;;X
PROV2054;Cordoba;Cordoba;Cordoba;Cordoba;Cordoba;Cordoba;;;;;X
PROV2055;Rosario;Rosario;Rosario;Rosario;Rosario;Rosario;;;;;X
PROV2056;Resistencia;Resistencia;Resistencia;Resistencia;Resistencia;Resistencia;;;;;X
PROV2057;Curitiba;Curitiba;Curitiba;Curitiba;Curitiba;Curitiba;;;;;X
PROV2058;Porto Alegre;Porto Alegre;Porto Alegre;Porto Alegre;Porto Alegre;Porto Alegre;;;;;X
PROV2059;São Paulo;São Paulo;São Paulo;São Paulo;São Paulo;São Paulo;;;;;X
PROV2060;Campo Grande;Campo Grande;Campo Grande;Campo Grande;Campo Grande;Campo Grande;;;;;X
PROV2061;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;;;;;X
PROV2062;Porto Velho;Porto Velho;Porto Velho;Porto Velho;Porto Velho;Porto Velho;;;;;X
PROV2063;Santa Cruz de la Sierra;Santa Cruz de la Sierra;Santa Cruz de la Sierra;Santa Cruz de la Sierra;Santa Cruz de la Sierra;Santa Cruz de la Sierra;;;;;X
PROV2064;La Santisima Trinidad;La Santisima Trinidad;La Santisima Trinidad;La Santisima Trinidad;La Santisima Trinidad;La Santisima Trinidad;;;;;X
PROV2065;Teresina;Teresina;Teresina;Teresina;Teresina;Teresina;;;;;X
PROV2066;Barreiras;Barreiras;Barreiras;Barreiras;Barreiras;Barreiras;;;;;X
PROV2067;Goiania;Goiania;Goiania;Goiania;Goiania;Goiania;;;;;X
PROV2068;Belem;Belem;Belem;Belem;Belem;Belem;;;;;X
PROV2069;São Luis;São Luis;São Luis;São Luis;São Luis;São Luis;;;;;X
PROV2070;Natal;Natal;Natal;Natal;Natal;Natal;;;;;X
PROV2071;Recife;Recife;Recife;Recife;Recife;Recife;;;;;X
PROV2072;Fortaleza;Fortaleza;Fortaleza;Fortaleza;Fortaleza;Fortaleza;;;;;X
PROV2073;Salvador;Salvador;Salvador;Salvador;Salvador;Salvador;;;;;X
PROV2074;Vitoria;Vitoria;Vitoria;Vitoria;Vitoria;Vitoria;;;;;X
PROV2075;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;;;;;X
PROV2076;Belo Horizonte;Belo Horizonte;Belo Horizonte;Belo Horizonte;Belo Horizonte;Belo Horizonte;;;;;X
PROV2077;San Jose de David;San Jose de David;San Jose de David;San Jose de David;San Jose de David;San Jose de David;;;;;X
PROV2078;Ciudad de Panama;Ciudad de Panama;Ciudad de Panama;Ciudad de Panama;Ciudad de Panama;Ciudad de Panama;;;;;X
PROV2079;San Salvador;San Salvador;San Salvador;San Salvador;San Salvador;San Salvador;;;;;X
PROV2080;Managua;Managua;Managua;Managua;Managua;Managua;;;;;X
PROV2081;San Jose;San Jose;San Jose;San Jose;San Jose;San Jose;;;;;X
PROV2082;Bluefields ;Bluefields ;Bluefields ;Bluefields ;Bluefields ;Bluefields ;;;;;X
PROV2083;Puerto Limon;Puerto Limon;Puerto Limon;Puerto Limon;Puerto Limon;Puerto Limon;;;;;X
PROV2084;San Pedro Sula;San Pedro Sula;San Pedro Sula;San Pedro Sula;San Pedro Sula;San Pedro Sula;;;;;X
PROV2085;Tegucigalpa;Tegucigalpa;Tegucigalpa;Tegucigalpa;Tegucigalpa;Tegucigalpa;;;;;X
PROV2086;Belize City;Belize City;Belize City;Belize City;Belize City;Belize City;;;;;X
PROV2087;Puerto Barrios;Puerto Barrios;Puerto Barrios;Puerto Barrios;Puerto Barrios;Puerto Barrios;;;;;X
PROV2088;Ciudad de Guatemala;Ciudad de Guatemala;Ciudad de Guatemala;Ciudad de Guatemala;Ciudad de Guatemala;Ciudad de Guatemala;;;;;X
PROV2089;Vancouver;Vancouver;Vancouver;Vancouver;Vancouver;Vancouver;;;;;X
PROV2090;Victoria;Victoria;Victoria;Victoria;Victoria;Victoria;;;;;X
PROV2091;Prince George;Prince George;Prince George;Prince George;Prince George;Prince George;;;;;X
PROV2092;Jasper;Jasper;Jasper;Jasper;Jasper;Jasper;;;;;X
PROV2093;Fort St. John;Fort St. John;Fort St. John;Fort St. John;Fort St. John;Fort St. John;;;;;X
PROV2094;Whitehorse;Whitehorse;Whitehorse;Whitehorse;Whitehorse;Whitehorse;;;;;X
PROV2095;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;Fort Simpson;;;;;X
PROV2096;Yellowknife;Yellowknife;Yellowknife;Yellowknife;Yellowknife;Yellowknife;;;;;X
PROV2097;Rankin Inlet;Rankin Inlet;Rankin Inlet;Rankin Inlet;Rankin Inlet;Rankin Inlet;;;;;X
PROV2098;Lake Harbor;Lake Harbor;Lake Harbor;Lake Harbor;Lake Harbor;Lake Harbor;;;;;X
PROV2099;Fort Resolution;Fort Resolution;Fort Resolution;Fort Resolution;Fort Resolution;Fort Resolution;;;;;X
PROV2100;Saskatoon;Saskatoon;Saskatoon;Saskatoon;Saskatoon;Saskatoon;;;;;X
PROV2101;Regina;Regina;Regina;Regina;Regina;Regina;;;;;X
PROV2102;Prince Albert;Prince Albert;Prince Albert;Prince Albert;Prince Albert;Prince Albert;;;;;X
PROV2103;Edmonton;Edmonton;Edmonton;Edmonton;Edmonton;Edmonton;;;;;X
PROV2104;Calgary;Calgary;Calgary;Calgary;Calgary;Calgary;;;;;X
PROV2105;Grande Prairie;Grande Prairie;Grande Prairie;Grande Prairie;Grande Prairie;Grande Prairie;;;;;X
PROV2106;Winnipeg;Winnipeg;Winnipeg;Winnipeg;Winnipeg;Winnipeg;;;;;X
PROV2107;Flin Flon;Flin Flon;Flin Flon;Flin Flon;Flin Flon;Flin Flon;;;;;X
PROV2108;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;;;;;X
PROV2109;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;;;;;X
PROV2110;Fort William;Fort William;Fort William;Fort William;Fort William;Fort William;;;;;X
PROV2111;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;;;;;X
PROV2112;Cochrane;Cochrane;Cochrane;Cochrane;Cochrane;Cochrane;;;;;X
PROV2113;Pembroke;Pembroke;Pembroke;Pembroke;Pembroke;Pembroke;;;;;X
PROV2114;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;;;;;X
PROV2115;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;;;;;X
PROV2116;Fort Rupert;Fort Rupert;Fort Rupert;Fort Rupert;Fort Rupert;Fort Rupert;;;;;X
PROV2117;Quebec;Quebec;Quebec;Quebec;Quebec;Quebec;;;;;X
PROV2118;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;;;;;X
PROV2119;Montreal;Montreal;Montreal;Montreal;Montreal;Montreal;;;;;X
PROV2120;Sept-Iles;Sept-Iles;Sept-Iles;Sept-Iles;Sept-Iles;Sept-Iles;;;;;X
PROV2121;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;;;;;X
PROV2122;Fort Chimo;Fort Chimo;Fort Chimo;Fort Chimo;Fort Chimo;Fort Chimo;;;;;X
PROV2123;Fort George;Fort George;Fort George;Fort George;Fort George;Fort George;;;;;X
PROV2124;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;;;;;X
PROV2125;VEl d'or;VEl d'or;VEl d'or;VEl d'or;VEl d'or;VEl d'or;;;;;X
PROV2126;Trois Rivieres;Trois Rivieres;Trois Rivieres;Trois Rivieres;Trois Rivieres;Trois Rivieres;;;;;X
PROV2127;Roberval;Roberval;Roberval;Roberval;Roberval;Roberval;;;;;X
PROV2128;Fredericton;Fredericton;Fredericton;Fredericton;Fredericton;Fredericton;;;;;X
PROV2129;Sault Sainte Marie;Sault Sainte Marie;Sault Sainte Marie;Sault Sainte Marie;Sault Sainte Marie;Sault Sainte Marie;;;;;X
PROV2130;Saint John;Saint John;Saint John;Saint John;Saint John;Saint John;;;;;X
PROV2131;Moncton;Moncton;Moncton;Moncton;Moncton;Moncton;;;;;X
PROV2132;Halifax;Halifax;Halifax;Halifax;Halifax;Halifax;;;;;X
PROV2133;Charlottetown;Charlottetown;Charlottetown;Charlottetown;Charlottetown;Charlottetown;;;;;X
PROV2134;Glace Bay;Glace Bay;Glace Bay;Glace Bay;Glace Bay;Glace Bay;;;;;X
PROV2135;Saint-Pierre;Saint-Pierre;Saint-Pierre;Saint-Pierre;Saint-Pierre;Saint-Pierre;;;;;X
PROV2136;Goose Bay;Goose Bay;Goose Bay;Goose Bay;Goose Bay;Goose Bay;;;;;X
PROV2137;St. John's;St. John's;St. John's;St. John's;St. John's;St. John's;;;;;X
PROV2138;Nain;Nain;Nain;Nain;Nain;Nain;;;;;X
PROV2139;Dillingham;Dillingham;Dillingham;Dillingham;Dillingham;Dillingham;;;;;X
PROV2140;Fairbanks;Fairbanks;Fairbanks;Fairbanks;Fairbanks;Fairbanks;;;;;X
PROV2141;Juneau;Juneau;Juneau;Juneau;Juneau;Juneau;;;;;X
PROV2142;Anchorage;Anchorage;Anchorage;Anchorage;Anchorage;Anchorage;;;;;X
PROV2143;Chignik;Chignik;Chignik;Chignik;Chignik;Chignik;;;;;X
PROV2144;Bethel;Bethel;Bethel;Bethel;Bethel;Bethel;;;;;X
PROV2145;Nome;Nome;Nome;Nome;Nome;Nome;;;;;X
PROV2146;Tanana;Tanana;Tanana;Tanana;Tanana;Tanana;;;;;X
PROV2147;Valdez;Valdez;Valdez;Valdez;Valdez;Valdez;;;;;X
PROV2148;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;;;;;X
PROV2149;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;Queen Charlotte;;;;;X
PROV2150;Unalaska;Unalaska;Unalaska;Unalaska;Unalaska;Unalaska;;;;;X
PROV2151;Dutch Harbor;Dutch Harbor;Dutch Harbor;Dutch Harbor;Dutch Harbor;Dutch Harbor;;;;;X
PROV2152;Malmo;Malmo;Malmo;Malmo;Malmo;Malmo;;;;;X
PROV2153;Gothenburg;Gothenburg;Gothenburg;Gothenburg;Gothenburg;Gothenburg;;;;;X
PROV2154;Joenkoping;Joenkoping;Joenkoping;Joenkoping;Joenkoping;Joenkoping;;;;;X
PROV2155;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;;;;;X
PROV2156;Visby;Visby;Visby;Visby;Visby;Visby;;;;;X
PROV2157;Linkoping;Linkoping;Linkoping;Linkoping;Linkoping;Linkoping;;;;;X
