##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
DIWROLL_REL_D;Your relations versus other nations control their likeliness to respond to your actions and proposals in a friendly or hostile manner. Modify your relations by clicking the 'Send Diplomat' button. (NOTE: Relation values have no effect towards other human players.);Vos relations envers les autres nations définissent leur propension à réagir à vos actions et vos propositions, pacifiques ou hostiles. Modifiez vos relations en cliquant sur le bouton 'Envoyer diplomate'. (remarque: les relations n'ont aucun effet envers les autres joueurs humains);Le tue relazioni con altre nazioni regolano la predisposizione di quest'ultime a rispondere alle tue azioni e proposte in maniera amichevole od ostile. Modifica le relazioni cliccando sul pulsante 'Invia diplomatico' (RICORDA: questo valore non ha effetto nel caso di nazioni appartenenti ad altri giocatori).;Tus relaciones con otras naciones rigen la susceptibilidad de las mismas a responder a tus acciones y propuestas de una manera hostil o amigable. Modifica las relaciones que tengas haciendo clic en el botón de 'Enviar diplomático'. (NOTA: los valores de relación no afectan a otros jugadores humanos).;Ihre Beziehungen zu anderen Nationen bestimmen die Wahrscheinlichkeit, mit der sie auf Ihre Handlungen und Vorschläge freundliche bzw. feindlich reagieren. Sie können Ihre Auslandsbeziehungen verändern, indem Sie auf die Schaltfläche 'Diplomat entsenden' (ANMERKUNG: Beziehungswerte haben keine Wirkung auf andere Menschen oder menschliche Mitspieler.);Twoje stosunki z innymi pañstwami okreœlaj¹ prawdopodobieñstwo odpowiedzi na Twoje akcje i propozycje. Mo¿esz je zmieniæ, wysy³aj¹c dyplomatê do danego kraju. (Uwaga: stosunki te nie maj¹ znaczenia w przypadku ludzkich graczy);;;;;X
##;;;;;;;;;;;X,,,,
DIWROLL_BACK;Return to main;Retour;Menu principale;Volver al principal;Zurück zur Hauptseite;Powrót do mapy;;;;;X,,,,
DIWROLL_GOTO;Centers map over %s;Centrer la carte sur %s.;Centra la mappa su %s;Centra el mapa en %s;Zentriert die Karte über %s;Wyœrodkuj mapê na %s.;;;;;X,,,,
##;;;;;;;;;;;X,,,,
DIPROL_COST;We lack the %.f funds we require.;Il nous manque %.f des fonds dont nous avons besoin.;Non disponiamo del necessario finanziamento di %.f.;Nos faltan los fondos necesarios (%.f).;Wir benötigen %.f Geld.;Brakuje nam %.f wymaganych funduszy.;;;;;X,,,,
DIPROL_DIPS_INSTANT;(No diplomats available);(pas de diplomates disponibles);(Nessun diplomatico disponibile);(No diplomáticos dispon.).;(Keine Diplomaten verfügbar);(Brak dyplomatów);;;;;X,,,,
DIPROL_DIPS_DELAYED;You need to wait until you get another diplomat.;Vous devez attendre d'avoir un nouveau diplomate.;Devi attendere finché non avrai un altro diplomatico.;Deberás esperarte hasta obtener otro diplomático.;Sie müssen warten, bis Sie einen neuen Diplomaten erhalten.;Musisz poczekaæ na nowych dyplomatów.;;;;;X,,,
##;;;;;;;;;;;X,,,,,,
DIPROL_NO_INSTANT;(Diplomat en route);(diplomate en chemin);(Diplomatico in viaggio);(Diplomático en camino);(Diplomat in Transfer);(Dyplomata w drodze);;;;;X,,,,,,
DIPROL_NO_DELAYED;After you have sent a diplomat to a nation, you have to wait one week (until %d %s %d) until you can send another.;Après avoir envoyé un diplomate à une nation, vous devez attendre une semaine entière (jusqu'au %d %s %d) avant d'en envoyer un autre.;Dopo aver inviato un diplomatico in una nazione, dovrai attendere una settimana (fino al %d %s %d) per poterne inviare un altro.;Después de enviar un diplomático a una nación, tendrás que aguardar una semana para poder enviar a otro (hasta: %d %s %d).;Nachdem Sie einen Diplomat zu einer Nation geschickt haben, müssen Sie eine Woche warten (bis %d %s %d), bevor Sie einen weiteren entsenden können.;Po wys³aniu dyplomaty musisz odczekaæ tydzieñ zanim wyœlesz nastêpnego ( do %d %s %d).;;;;;X
##;;;;;;;;;;;X,,,,,,
BTNREL;Relation;Relations;Relazione;Relación;Beziehung;Stosunki;;;;;X,,,,,,
BTNNAT;Nation;Nation;Nazione;Nación;Nation;Pañstwo;;;;;X,,,,,,
##;;;;;;;;;;;X,,,,,,
NOALLIANCES;(No Alliances);(pas d'alliances);(Nessuna alleanza);(Sin alianzas);(Keine Bündnisse);(Brak sojuszy);;;;;X,,,,,,
##;;;;;;;;;;;X,,,,,,
TREATY_PEACE;Peace;Paix;Frieden;Paz;Frieden;Pokój;;;;;X,,,,,,
TREATY_NON_AGGRESSION;Non-Aggression Pact;Pacte de non-agression;Patto di non belligeranza;Pacto de no agresión;Nichtangriffspakt;Pakt o nieagresji;;;;;X,,,,,,
TREATY_TRADE;Trade Agreement;Accord d’échange commercial;Accordo commerciale;Acuerdo comercial;Handelsabkommen;Umowa handlowa;;;;;X,,,,,,
DIPOFFVAS;Offer Vassalization;Proposer vassalisation;Proponi vassallaggio;Ofrecer pacto vasallaje;Vasallenstatus anbieten;Zaoferuj poddañstwo;;;;;X,,,,,,
DIPCANVAS;Cancel Vassalization;Annuler vassalisation;Annulla vassallaggio;Cancelar pacto vasallaje;Vasallisierung abbrechen;Anuluj poddañstwo;;;;;X,,,,,,
DIPBRKVAS;Cancel Vassalization;Annuler vassalisation;Annulla vassallaggio;Cancelar pacto vasallaje;Vasallisierung abbrechen;Anuluj poddañstwo;;;;;X,,,,,,
DIPANNEX;Annex;Annexer;Annetti;Anexionar;Annektieren;Dokonaj aneksji;;;;;X,,,,,,
DIPWAR;Declare War;Déclarer la guerre;Dichiara guerra;Declarar la guerra;Krieg erklären;Wypowiedz wojnê;;;;;X
DIPPEACE;Offer Peace;Proposer la paix;Offri la pace;Oferta de paz;Frieden anbieten;Zaproponuj pokój;;;;;X
DIPINVAL;Invite to Alliance;Inviter dans l'alliance;Invita nell'alleanza;Invitar a alianza;In Bündnis einladen;Zaproœ do sojuszu;;;;;X
DIPCNALL;Create New Alliance;Créer nouvelle alliance;Crea nuova alleanza;Crear nueva alianza;Neues Bündnis erstellen;Zaproponuj sojusz;;;;;X
DIPJOINALL;Join Alliance;Rejoindre l'alliance;Unisciti all'alleanza;Unirse a alianza;Bündnis beitreten;Do³¹cz do sojuszu;;;;;X
DIPBANALL;Ban from Alliance;Exclure de l'alliance;Espelli dall'alleanza;Expulsar de alianza;Aus Bündnis verbannen;Usuñ z sojuszu;;;;;X
DIPBRKALL;Leave Alliance;Quitter l'alliance;Lascia l'alleanza;Dejar la alianza;Bündnis verlassen;Wypowiedz sojusz;;;;;X
DIPATRADE;Allow Trade;Autoriser commerce;Consenti il commercio;Permitir comercio;Handel erlauben;Zezwól na handel;;;;;X
DIPRTRADE;Trade Embargo;Embargo commercial;Embargo commerciale;Embargo comercial;Handelsembargo;Embargo handlowe;;;;;X
DIPOLOAN;Offer Loan;Proposer un prêt;Offri un prestito;Ofrecer préstamo;Anleihe anbieten;Zaoferuj po¿yczkê;;;;;X
DIP_WARNING;Send a Warning (%d$);Envoyer un avertissement (%d$);Avvisa (%d$);Enviar aviso (%d $);Warnung senden (%d$);Wyœlij ostrze¿enie (%d$);;;;;X
DIP_INSULT;Send an Insult (%d$);Envoyer une lettre d'insulte (%d$);Insulta (%d$);Enviar insulto (%d $);Beleidigung senden (%d$);Wyœlij obelgê (%d$);;;;;X
DIP_CLAIM;Claim their Throne (%d$);Réclamer le trône (%d$);Reclama il trono (%d$);Reclamar su trono (%d $);Ihren Thron beanspruchen (%d$);Przejmij tron (%d$);;;;;X
DIP_GUARANTEE;Proclaim Guarantee (%d$);Garantir l'indépendance (%d$);Garantisci (%d$);Proclamar garantía (%d $);Garantie proklamieren (%d$);Og³oœ gwarancje (%d$);;;;;X
DIPCANTRADE;Cancel Trade Agreement;Annuler accord commercial;Annulla l'accordo commerciale;Romper acuerdo comercial;Handelsabkommen auflösen;Zerwij umowê handlow¹;;;;;X
DIPOFFTRADE;Offer Trade Agreement;Proposer accord commercial;Accordo commerciale;Ofrecer acuerdo comercial;Handelsabkommen anbieten;Zaproponuj umowê handlow¹;;;;;X
DIPRACCESS;Revoke Military Access;Révoquer l'accès militaire;Revoca l'accesso militare;Revocar acceso militar;Durchmarschgenehmigung widerrufen;Uniewa¿nij dostêp militarny;;;;;X,,,,,,,,,,
DIPCACCESS;Cancel Military Access;Annuler l'accès militaire;Annulla l'accesso militare;Cancelar acceso militar;Durchmarschgenehmigung aufheben;Anuluj dostêp militarny;;;;;X,,,,,,,,,,
DIPAACCESS;Ask for Military Access;Demander l'accès militaire;Richiedi l'accesso militare;Solicitar acceso militar;Bitten Sie um eine Durchmarschgenehmigung;Poproœ o dostêp militarny;;;;;X,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,
DIPROL_AMC_0;Assume Military Control of %s.  This is only possible if they are part of your alliance.;Exercer le contrôle militaire de %s. Ceci n'est possible que si cette nation fait partie de votre alliance.;Assumi il controllo militare di %s. Ciò è possibile solo se fanno parte della tua alleanza.;Asumir el mando militar de %s. Esto sólo es posible si forma parte de tu alianza.;Militärischen Oberbefehl von %s übernehmen. Dies ist nur möglich, wenn sie Mitglied unseres Bündnisses sind.;Przejmij kontrolê militarn¹ nad %s. Opcja dostêpna tylko je¿eli pañstwo jest Twoim sojusznikiem.;;;;;X,,,,,,,,,
DIPROL_CMC_0;Cancel Military Control of %s.;Annuler le contrôle des armées de %s.;Annulla il controllo militare di %s.;Cancelar el control militar de %s.;Militärische Kontrolle von %s aufheben.;Zrezygnuj z kontroli militarnej nad %s.;;;;;X,,,,,,,,,,
DIPROL_RPUP_0;End our Control over the Regime in %s.;Suspendre notre contrôle du régime de %s.;Metti fine o assumi il controllo del regime in %s.;Terminar nuestro control sobre el régimen de %s.;Unsere Herrschaft über das Regime in %s beenden.;Zakoñcz nasz¹ kontrolê nad rz¹dem w %s.;;;;;X,,,,,,,,,,
DIPROL_SE_0;Send an expeditionary force to %s. This opens up an interface where we can select which unit to give to another nation.;Envoyer une force expéditionnaire à %s. Une nouvelle fenêtre s'ouvre alors pour vous permettre de définir quelle unité vous souhaiter envoyer.;Invia una forza di spedizione in %s. Apparirà un'interfaccia, attraverso la quale selezionare l'unità da inviare a un'altra nazione.;Enviar una fuerza expedicionaria a %s. Esto abre una interfaz donde se puede seleccionar qué unidad se le cede a la otra nación.;Truppen nach %s entsenden. Dies ruft ein Interface auf, in dem wir die einer anderen Nation zu überstellenden Einheiten auswählen können.;Wyœlij korpus ekspedycyjny do %s. Opcja otworzy menu pozwalaj¹ce Ci wybraæ jednostki, które chcesz oddaæ innemu pañstwu.;;;;;X,,,,,,,
DIPROL_SE_1;We can only send expeditionary forces to allies.;Nous ne pouvons envoyer que des forces expéditionnaires aux Alliés.;Possiamo solamente inviare forze di spedizione agli alleati.;Sólo podemos enviar fuerzas expedicionarias a aliados.;Wir können unseren Verbündeten nur Truppen senden.;Mo¿emy wys³aæ korpus ekspedycyjny tylko do naszych sojuszników.;;;;;X,,,,,,,,,,
DIPROL_PUP_0;Create a puppet regime in %s. This is only possible when we control more than 66 percent of their keypoints.  They will then submit to all our territorial demands and install a loyal regime. They will also join our alliance and grant us access through their territory.;Instaurer un régime fantoche en %s. Ceci n'est possible que si vous contrôlez plus de 2/3 des points stratégiques de cette nation. Le nouveau gouvernement nous sera loyal et cédera à toutes nos revendications territoriales. La nation rejoindra également notre alliance et nous accordera l'accès militaire sur son sol.;Crea un governo fantoccio in %s. Ciò è possibile solo se controlli più del 66 per cento dei loro punti chiave. A questo punto, esaudiranno tutte le tue richieste territoriali, instaureranno un regime fedele, si uniranno alla tua alleanza e ti garantiranno l'accesso nel loro territorio.;Crear un gobierno títere en %s. Sólo se podrá solicitar cuando controlemos más del 66 por ciento de sus puntos claves.  Entonces accederán a todas nuestras reclamaciones territoriales e instaurarán un régimen que nos será fiel. También se unirán a nuestra alianza y, además, nos concederán acceso por su territorio.;Erstellen Sie eine Marionettenregime in %s. Dies kann nur angefordert werden, wenn wir über 66 Prozent ihrer Schlüsselpunkte kontrollieren. Dann werden sie all ihre Gebietsansprüche an uns abtreten und eine loyale Regierung aufstellen. Weiterhin werden sie unserem Bündnis beitreten und uns eine Durchmarschgenehmigung durch ihr Territorium erteilen.;Stwórz pañstwo satelickie w %s. Opcja dostêpna tylko w przypadku kontrolowania ponad 66 procent ich kluczowych punktów. Pañstwo odda nam wszystkie tereny, których zarz¹dzamy, zaprzysiêgnie nowy, lojalny nam rz¹d, zostanie naszym sojusznikiem i zapewni nam dostêp militarny.;;;;;X
DIPROL_DEMT_0;We will ask %s to cede the provinces which are rightfully ours.;Nous exigerons de %s qu'ils nous cèdent les provinces qui nous reviennent de droit.;Chiederemo a %s di cedere le province che ci spettano di diritto.;Pediremos a %s las provincias que nos pertenecen por derecho.;Wir bitten %s um die Abtretung der Provinzen, die uns rechtmäßig gehören.;Za¿¹damy od %s oddania prowincji, które prawnie siê nam nale¿¹.;;;;;X,,,,,,,,
DIPROL_SHARE_0;This opens up an interface where we can select which technologies to give to %s.;Une nouvelle fenêtre s'ouvre alors pour vous permettre de sélectionner les technologies à fournir à %s.;Apparirà un'interfaccia, attraverso la quale selezionare le tecnologie da inviare a %s.;Esto abrirá una interfaz donde seleccionaremos qué tecnologías dar a %s.;Die ruft ein Interface auf, in dem wir die an %s abzugebenden Technologien auswählen können.;Ta opcja otwiera menu, z którego mo¿esz wybraæ technologie, które chcesz przekazaæ %s.;;;;;X,,,,,,
DIPROL_LA_0;We are not part of any Military Alliance so we cannot leave one.;Nous ne faisons partie d'aucune alliance militaire, nous ne pouvons donc pas la quitter !;Non facciamo parte di alcuna alleanza militare, quindi non possiamo uscirne.;No formamos parte de una alianza militar, y no podemos salir de ninguna.;Wir gehören keinem Militärbündnis an, deshalb können wir auch keines verlassen.;Nie nale¿ymy do ¿adnego sojuszu, wiêc nie mo¿emy ¿adnego opuœciæ.;;;;;X,,,,,
DIPROL_LA_1;We cannot leave our current alliance. This is not possible because it is a major alliance and we lead it or are in a war.;Nous ne pouvons quitter notre alliance actuelle. Chose impossible s’il s’agit d’une faction majeure, et que nous la dirigeons, ou si nous sommes en guerre.;Non possiamo abbandonare l’attuale alleanza. Questo non è possibile se si tratta di uno schieramento importante di cui noi siamo i leader oppure se è impegnato in una guerra.;No podemos dejar nuestra alianza actual. Esto no es posible si es una facción importante y la lideramos o estamos en guerra.;Wir können unser aktuelles Bündnis nicht verlassen. Das ist nicht möglich, wenn es sich dabei um eine wichtige Fraktion handelt und wir diese anführen oder wir uns im Krieg befinden.;Nie mo¿emy opuœciæ sojuszu jeœli prowadzimy wojnê lub jeœli jesteœmy przywódc¹ jednej z historycznych stron konfliktu.;;;;;x,,,,,,,
DIPROL_LA_2;We will leave the military alliance with %s.;Nous allons quitter l'alliance militaire avec %s.;Romperemo l'alleanza militare con %s.;Dejaremos la alianza militar con %s.;Wir werden das Militärbündnis mit %s verlassen.;Wypowiemy sojusz z %s.;;;;;x,,,,,,,,,,
DIPROL_IN_0;Influence %s to make their policies and views more similar to ours.;Influencer %s pour que l'orientation politique de cette nation se rapproche de la nôtre.;Convinci %s ad assumere atteggiamenti e punti di vista simili ai tuoi.;Influir en %s para que su política y visión sean más similares a las nuestras.;%s beeinflussen, um ihre Politik und Ansichten den unseren weiter anzunähern.;Wp³yñ na pañstwo: %s, niech zmieni¹ swoj¹ politykê i pogl¹dy na bli¿sze naszym.;;;;;x,,,,,,,,
DIPROL_CN_0;Replace the government of %s with a government more loyal to us.;Destituer le gouvernement de %s et le remplacer par un autre qui nous soit plus favorable.;Rimpiazza il governo di %s con uno più fedele.;Sustituir al gobierno de %s por otro que nos sea más leal.;Die Regierung von %s mit einer uns loyaler gesinnten Regierung ersetzen.;Wymieñ sk³ad rz¹du %s na bardziej lojalny wobec nas.;;;;;x,,,,,,,,,,,,,
DIPROL_WEISO;We are isolationists and are not interested in participating in foreign affairs.;Nous sommes isolationnistes et ne souhaitons pas nous impliquer dans la politique extérieure en ce moment.;Siamo isolazionisti, quindi non ci interessa partecipare agli affari esteri in questo momento.;Somos aislacionistas y de momento no nos interesa participar en asuntos extranjeros.;Wir sind Isolationisten und zu diesem Zeitpunkt nicht daran interessiert, uns in der Außenpolitik zu engagieren.;Jesteœmy izolacjonistami i w tej chwili nie interesuje nas polityka zagraniczna.;;;;;X,,,,,,,,,,,
DIPROL_THEYISO;%s are isolationists, and are not interested in participating in foreign affairs.;%s Nous sommes isolationnistes et ne souhaitons pas nous impliquer dans la politique extérieure en ce moment.;In %s sono isolazionisti, quindi non interessa loro partecipare agli affari esteri in questo momento.;%s es aislacionista y no le interesa participar en asuntos extranjeros de momento.;%s sind Isolationisten und zur Zeit nicht an Außenpolitik interessiert.;Pañstwo: %s jest izolacjonistyczne i nie interesuje siê prowadzeniem polityki zagranicznej.;;;;;X,,,,,,,,,,,
DIPROL_WAR0;While at war with a nation you can move your troops into its territory and occupy its territory. Occupied territory adds resources to your nation.  When you have fully conquered another nation, you can then annex them.;En temps de guerre, vous pouvez déplacer vos troupes vers les territoires ennemis et les occuper. Les provinces occupées vous fournissent alors toutes leurs ressources. Une nation intégralement conquise peut être annexée.;Mentre sei in guerra con una nazione, puoi spostare le tue truppe all'interno del suo territorio e occuparlo (prendendo le risorse). Quando conquisti completamente un'altra nazione, puoi annetterla.;Mientras estés en guerra con una nación, podrás mover tus tropas por su territorio y ocuparlo. El territorio ocupado supone más recursos para tu nación.  Cuando hayas conquistado por completo otra nación, podrás anexionártela.;Wenn Sie sich mit einer Nation im Krieg befinden, können Sie Ihre Truppen auf das Territorium dieser Nation verlegen und es besetzen. Ihre Nation wird von besetzten Gebieten mit Ressourcen beliefert. Wenn Sie eine andere Nation vollständig erobert haben können Sie sie annektieren.;Podczas wojny z innym pañstwem mo¿esz przesun¹æ swoje wojska na teren przeciwnika i rozpocz¹æ jego okupacjê. Taka prowincja przekazuje zasoby na rzecz Twojego kraju. Kiedy ca³kowicie podbijesz jakieœ pañstwo, mo¿esz dokonaæ jego aneksji.;;;;;X,,,,,
DIPROL_WAR1;You may not declare war upon %s again until %s %d.;Vous ne pouvez déclarer la guerre à %s avant %s %d.;Non puoi dichiarare nuovamente guerra a %s fino a %s %d.;No puedes declararle la guerra a %s hasta: %s %d.;Sie können %s bis zum %s %d nicht den Krieg erklären.;Nie mo¿esz ponownie rozpocz¹æ wojny z %s a¿ do %s %d.;;;;;X,,,,,,,,,,,,,
DIPROL_WAR2;You may not declare war upon %s, since you are part of the same military alliance. You need to leave the alliance first.;Vous ne pouvez pas déclarer la guerre à %s car vous faites partie de la même alliance militaire. Vous devez d'abord quitter votre alliance ou en exclure cette nation !;Non puoi dichiarare guerra a %s, poiché fate parte della medesima alleanza: prima devi abbandonarla o espellere il tuo avversario.;No puedes declararle la guerra a %s, ya que formáis parte de la misma alianza militar. Deja la alianza o expulsa a tu adversario antes.;Sie können %s nicht den Krieg erklären, da Sie dem gleichen Militärbündnis angehören. Verlassen Sie das Bündnis zuerst oder verbannen Ihren Gegner daraus.;Nie mo¿esz wypowiedzieæ wojny %s, poniewa¿ jesteœcie sojusznikami. Najpierw opuœæ sojusz lub wyrzuæ z niego przeciwnika.;;;;;X,,,,,,,,
DIPROL_WAR3;They have granted military access to us, so you cannot declare war.;Cette nation nous a accordé l'accès militaire, vous ne pouvez donc pas lui déclarer la guerre.;Ci hanno garantito l'accesso militare, quindi non puoi dichiarare guerra.;Nos han concedido acceso militar, así que no puedes declararles la guerra.;Sie können ihnen nicht den Krieg erklären, da sie uns eine Durchmarschgenehmigung erteilt haben.;Zezwolili nam na dostêp militarny do swojego terytorium, wiêc nie mo¿na im wypowiedzieæ wojny.;;;;;X,,,,,,,
DIPROL_WAR4;As a democratic nation, you cannot declare war upon another nation when you are at peace, unless that nation is very Belligerent and you have a firm Interventionist Policy.;En tant que nation démocratique, vous ne pouvez pas tout bonnement déclarer la guerre à un autre pays si vous êtes en paix, à moins qu’il ne possède un niveau de belligérance suffisant, et que vous n’ayez une Politique interventionniste ferme.;Come nazione democratica, non puoi semplicemente dichiarare guerra a un’altra nazione in tempo di pace, a meno che la nazione in questione non abbia un valore Belligeranza abbastanza alto e che tu non abbia una decisa Politica interventista.;Como nación democrática, no puedes declarar sin más la guerra a otra nación si estáis en paz, a menos que ésta tenga bastante beligerancia y tú una firme política intervencionista.;Als demokratische Nation können Sie nicht einfach einer anderen Nation in Friedenszeiten den Krieg erklären, es sei denn, diese Nation verfügt über einen hohen Aggressivitäts-Wert und Sie verfolgen eine klare Interventionspolitik. ;Jako demokratyczny naród nie mo¿esz po prostu wypowiedzieæ wojny innemu pañstwu, chyba ¿e pañstwo to jest bardzo wojownicze, a Ty popierasz politykê interwencjonizmu.;;;;;X
DIPROL_WAR5;You may not declare war upon %s, since you have a non-aggression pact with them.;Vous ne pouvez pas déclarer la guerre à %s, car vous avez signé avec eux un pacte de non-agression.;Non puoi dichiarare guerra a %s dal momento che hai stipulato un patto di non belligeranza con questa nazione.;No puedes declarar la guerra a %s porque tienes un pacto de no agresión con ellos.;Sie können %s nicht den Krieg erklären, da Sie einen Nichtangriffspakt mit ihnen unterschrieben haben.;Nie mo¿esz wypowiedzieæ wojny pañstwu: %s, poniewa¿ mamy z nimi podpisany pakt o nieagresji.;;;;;X,,,,,,,,,
DIPROL_WAR6;You may not declare war upon %s while they are your puppet state.;Vous ne pouvez pas déclarer la guerre à %s tant qu’ils restent votre état fantoche.;Non puoi dichiarare guerra a %s finché questo paese sarà la tua nazione fantoccio.;No puedes declararle la guerra a %s mientras sea tu estado títere.;Sie können %s keinen Krieg erklären während Sie sich im Marionettenstatus befinden.;Nie mo¿esz wypowiedzieæ wojny pañstwu: %s, poniewa¿ jest ono Twoim pañstwem satelickim.;;;;;X,,,,,,,,,,,,
DIPROL_PEACE0;This will make us sue for peace, in which case our pre-war borders will be restored.;Nous demanderons donc une paix avec retour aux frontières d'avant le conflit.;In questo modo ci ritroveremo a dover implorare la pace per ripristinare i confini precedenti alla guerra.;Esto hará que pidamos la paz y, de darse, volverán las fronteras de antes de la guerra.;Dies lässt uns um einen Frieden verhandeln, in dem unsere Vorkriegsgrenzen wiederhergestellt werden.;Je¿eli zmusz¹ nas do zaproponowania pokoju, zostan¹ przywrócone granice sprzed wojny. ;;;;;X,,,,,,,,
DIPROL_PEACE1;You must wait until %s %d until you can offer peace again.;Vous devez attendre %s %d avant de pouvoir proposer un nouveau traité de paix.;Devi attendere %s %d prima di poter offrire nuovamente la pace.;Antes de poder ofrecer la paz de nuevo debes esperar hasta: %s %d.;Zum Unterbreiten eines neuen Friedensangebots müssen Sie bis %s %d warten.;Musisz poczekaæ do %s %d nim bêdziesz móg³ ponownie zaproponowaæ pokój.;;;;;X,,,,,,,,,,,,,
