PROV2390;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;Cordillera Juan de Fuca;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;;;X
PROV2391;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;;;X
PROV2392;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;Archipiélago Alexander;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;;;X
PROV2393;Cascadia Basin;Cascadia Basin;Cascadia Basin;Cuenca Cascadia;Cascadia Basin;Cascadia Basin;Cascadia Basin;Cascadia Basin;;;X
PROV2394;Alaskan Coast;Alaskan Coast;Alaskan Coast;Costa de Alaska;Alaskan Coast;Alaskan Coast;Alaskan Coast;Alaskan Coast;;;X
PROV2395;Aleutian Trench;Aleutian Trench;Aleutian Trench;Zanja de Aleutian;Aleutian Trench;Aleutian Trench;Aleutian Trench;Aleutian Trench;;;X
PROV2396;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;Archipiélago Aleutian;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;;;X
PROV2397;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;Golfo de Alaska;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;;;X
PROV2398;Tufts Plain;Tufts Plain;Tufts Plain;Llanura Tufts;Tufts Plain;Tufts Plain;Tufts Plain;Tufts Plain;;;X
PROV2399;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;Monte submarino Cornstock;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;;;X
PROV2400;North Pacific Basin;North Pacific Basin;North Pacific Basin;Cuenca del Pacifico Norte;North Pacific Basin;North Pacific Basin;North Pacific Basin;North Pacific Basin;;;X
PROV2401;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;Grieta de Mendocino Oeste;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;;;X
PROV2402;Bering Straits;Bering Straits;Bering Straits;Estrecho de Bering;Bering Straits;Bering Straits;Bering Straits;Bering Straits;;;X
PROV2403;Bristol Bay;Bristol Bay;Bristol Bay;Bahía de Bristol;Bristol Bay;Bristol Bay;Bristol Bay;Bristol Bay;;;X
PROV2404;Bering Sea;Bering Sea;Bering Sea;Mar de Bering;Bering Sea;Bering Sea;Bering Sea;Bering Sea;;;X
PROV2405;Bowers Basin;Bowers Basin;Bowers Basin;Cuenca de Bowers;Bowers Basin;Bowers Basin;Bowers Basin;Bowers Basin;;;X
PROV2406;Commodore Islands;Commodore Islands;Commodore Islands;Islas Comodoro;Commodore Islands;Commodore Islands;Commodore Islands;Commodore Islands;;;X
PROV2407;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;Costa Kamchatka Este;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;;;X
PROV2408;Kuril Trench;Kuril Trench;Kuril Trench;Zanja Kuril;Kuril Trench;Kuril Trench;Kuril Trench;Kuril Trench;;;X
PROV2409;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;Cuenca Kamchatka;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;;;X
PROV2410;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;;;X
PROV2411;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;;;X
PROV2412;Emperor Ridge;Emperor Ridge;Emperor Ridge;Cordillera Emperor;Emperor Ridge;Emperor Ridge;Emperor Ridge;Emperor Ridge;;;X
PROV2413;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;Cuenca del Pacifico Noroeste;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;;;X
PROV2414;Wake Island;Wake Island;Wake Island;Islas Wake;Wake Island;Wake Island;Wake Island;Wake Island;;;X
PROV2415;Bonin Trench;Bonin Trench;Bonin Trench;Zanja Bonin;Bonin Trench;Bonin Trench;Bonin Trench;Bonin Trench;;;X
PROV2416;Marcus Island;Marcus Island;Marcus Island;Islas Marcos;Marcus Island;Marcus Island;Marcus Island;Marcus Island;;;X
PROV2417;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Cordillera del Pacifico Medio Oeste ;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;;;X
PROV2418;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;Océano Pacifico Occidental;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;;;X
PROV2419;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Cordillera del Pacifico Medio Este;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;;;X
PROV2420;Japan Trench;Japan Trench;Japan Trench;Zanja Japonesa;Japan Trench;Japan Trench;Japan Trench;Japan Trench;;;X
PROV2421;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;;;X
PROV2422;Barkert Seamount;Barkert Seamount;Barkert Seamount;Monte submarino Barkert;Barkert Seamount;Barkert Seamount;Barkert Seamount;Barkert Seamount;;;X
PROV2423;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;Grieta de Eltanin Oeste;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;;;X
PROV2424;Marshall Islands;Marshall Islands;Marshall Islands;Islas Marshall;Marshall Islands;Marshall Islands;Marshall Islands;Marshall Islands;;;X
PROV2425;Ratak Islands;Ratak Islands;Ratak Islands;Islas Ratak;Ratak Islands;Ratak Islands;Ratak Islands;Ratak Islands;;;X
PROV2426;East Mariana Basin;East Mariana Basin;East Mariana Basin;Cuenca Mariana Oriental;East Mariana Basin;East Mariana Basin;East Mariana Basin;East Mariana Basin;;;X
PROV2427;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;Cuenca Melanesia Oriental;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;;;X
PROV2428;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;Cuenca Melanesia Occidental;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;;;X
PROV2429;Ratik Islands;Ratik Islands;Ratik Islands;Islas Ratik;Ratik Islands;Ratik Islands;Ratik Islands;Ratik Islands;;;X
PROV2430;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Estrecho de Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;;;X
PROV2431;Necker Ridge;Necker Ridge;Necker Ridge;Cordillera Necker;Necker Ridge;Necker Ridge;Necker Ridge;Necker Ridge;;;X
PROV2432;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Zanja Vitiaz;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;;;X
PROV2433;Nauru Island;Nauru Island;Nauru Island;Islas Nauru;Nauru Island;Nauru Island;Nauru Island;Nauru Island;;;X
PROV2434;Fiji Islands;Fiji Islands;Fiji Islands;Islas Fiji;Fiji Islands;Fiji Islands;Fiji Islands;Fiji Islands;;;X
PROV2435;Gilbert Islands;Gilbert Islands;Gilbert Islands;Islas Gilbert;Gilbert Islands;Gilbert Islands;Gilbert Islands;Gilbert Islands;;;X
PROV2436;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Islas Tuvalu;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;;;X
PROV2437;Central Gilberts;Central Gilberts;Central Gilberts;Gilberts Central ;Central Gilberts;Central Gilberts;Central Gilberts;Central Gilberts;;;X
PROV2438;Loyalty Islands;Loyalty Islands;Loyalty Islands;Islas Loyalty;Loyalty Islands;Loyalty Islands;Loyalty Islands;Loyalty Islands;;;X
PROV2439;Eastern Solomons;Eastern Solomons;Eastern Solomons;Solomons Oriental;Eastern Solomons;Eastern Solomons;Eastern Solomons;Eastern Solomons;;;X
PROV2440;Cape St George;Cape St George;Cape St George;Cabo St George;Cape St George;Cape St George;Cape St George;Cape St George;;;X
PROV2441;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;Islas New Hebrides;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;;;X
PROV2442;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Islas Santa Cruz;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;;;X
PROV2443;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;Zanja New Hebrides;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;;;X
PROV2444;Coast of Queensland;Coast of Queensland;Coast of Queensland;Costa de Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;;;X
PROV2445;Queensland Plateau;Queensland Plateau;Queensland Plateau;Meseta Queensland;Queensland Plateau;Queensland Plateau;Queensland Plateau;Queensland Plateau;;;X
PROV2446;Coral Sea;Coral Sea;Coral Sea;Mar del Coral;Coral Sea;Coral Sea;Coral Sea;Coral Sea;;;X
PROV2447;Milne Bay;Milne Bay;Milne Bay;Bahía de Milne;Milne Bay;Milne Bay;Milne Bay;Milne Bay;;;X
PROV2448;Cape Flattery;Cape Flattery;Cape Flattery;Cabo Flattery;Cape Flattery;Cape Flattery;Cape Flattery;Cape Flattery;;;X
PROV2449;Wellesley Islands;Wellesley Islands;Wellesley Islands;Islas Wellesley;Wellesley Islands;Wellesley Islands;Wellesley Islands;Wellesley Islands;;;X
PROV2450;Torres Strait;Torres Strait;Torres Strait;Estrecho de Torres;Torres Strait;Torres Strait;Torres Strait;Torres Strait;;;X
PROV2451;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Gran Barrera de Coral;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;;;X
PROV2452;Eastern Fields;Eastern Fields;Eastern Fields;Campos Orientales;Eastern Fields;Eastern Fields;Eastern Fields;Eastern Fields;;;X
PROV2453;Suez Canal;Suez Canal;Suez Canal;Canal de Suez;Suez Canal;Suez Canal;Suez Canal;Suez Canal;;;X
PROV2454;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Golfo de Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;;;X
PROV2455;Solomon Sea;Solomon Sea;Solomon Sea;Mar Salomón;Solomon Sea;Solomon Sea;Solomon Sea;Solomon Sea;;;X
PROV2456;Solomon Islands;Solomon Islands;Solomon Islands;Islas Salomón;Solomon Islands;Solomon Islands;Solomon Islands;Solomon Islands;;;X
PROV2457;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;Zanja San Cristóbal;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;;;X
PROV2458;St. George's Channel;St. George's Channel;St. George's Channel;Canal de San Jorge;St. George's Channel;St. George's Channel;St. George's Channel;St. George's Channel;;;X
PROV2459;Huon Gulf;Huon Gulf;Huon Gulf;Golfo de Huon;Huon Gulf;Huon Gulf;Huon Gulf;Huon Gulf;;;X
PROV2460;Trobriand Islands;Trobriand Islands;Trobriand Islands;Islas Trobriand;Trobriand Islands;Trobriand Islands;Trobriand Islands;Trobriand Islands;;;X
PROV2461;Irian Bay;Irian Bay;Irian Bay;Bahía de Irían;Irian Bay;Irian Bay;Irian Bay;Irian Bay;;;X
PROV2462;Humboldt Bay;Humboldt Bay;Humboldt Bay;Bahía de Humboldt;Humboldt Bay;Humboldt Bay;Humboldt Bay;Humboldt Bay;;;X
PROV2463;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;;;X
PROV2464;free;free;free;libre;free;free;free;free;;;X
PROV2465;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;Mar de Bismarck Occidental;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;;;X
PROV2466;Bismarck Sea;Bismarck Sea;Bismarck Sea;Mar de Bismarck;Bismarck Sea;Bismarck Sea;Bismarck Sea;Bismarck Sea;;;X
PROV2467;Admiralty Islands;Admiralty Islands;Admiralty Islands;Islas del Almirantazgo;Admiralty Islands;Admiralty Islands;Admiralty Islands;Admiralty Islands;;;X
PROV2468;South Caroline Basin;South Caroline Basin;South Caroline Basin;Cuenca Carolina Sur;South Caroline Basin;South Caroline Basin;South Caroline Basin;South Caroline Basin;;;X
PROV2469;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Archipiélago Bismark;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;;;X
PROV2470;West Caroline Basin;West Caroline Basin;West Caroline Basin;Cuenca de Carolina Oeste;West Caroline Basin;West Caroline Basin;West Caroline Basin;West Caroline Basin;;;X
PROV2471;Senyavin Islands;Senyavin Islands;Senyavin Islands;Islas Senyavin;Senyavin Islands;Senyavin Islands;Senyavin Islands;Senyavin Islands;;;X
PROV2472;Mariana Trench;Mariana Trench;Mariana Trench;Zanja Mariana;Mariana Trench;Mariana Trench;Mariana Trench;Mariana Trench;;;X
PROV2473;East Caroline Basin;East Caroline Basin;East Caroline Basin;Cuenca de Carolina Este;East Caroline Basin;East Caroline Basin;East Caroline Basin;East Caroline Basin;;;X
PROV2474;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;;;X
PROV2475;Mariana Islands;Mariana Islands;Mariana Islands;Islas Marianas;Mariana Islands;Mariana Islands;Mariana Islands;Mariana Islands;;;X
PROV2476;Bonin Islands;Bonin Islands;Bonin Islands;Islas Bonin;Bonin Islands;Bonin Islands;Bonin Islands;Bonin Islands;;;X
PROV2477;Izu Islands;Izu Islands;Izu Islands;Islas Izu;Izu Islands;Izu Islands;Izu Islands;Izu Islands;;;X
PROV2478;Yap Islands;Yap Islands;Yap Islands;Islas Yap;Yap Islands;Yap Islands;Yap Islands;Yap Islands;;;X
PROV2479;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;;;X
PROV2480;Daito Islands;Daito Islands;Daito Islands;Islas Daito;Daito Islands;Daito Islands;Daito Islands;Daito Islands;;;X
PROV2481;East Philippine Basin;East Philippine Basin;East Philippine Basin;Cuenca del Este de Filipinas;East Philippine Basin;East Philippine Basin;East Philippine Basin;East Philippine Basin;;;X
PROV2482;Philippine Sea;Philippine Sea;Philippine Sea;Mar de las Filipinas;Philippine Sea;Philippine Sea;Philippine Sea;Philippine Sea;;;X
PROV2483;Peleliu Islands;Peleliu Islands;Peleliu Islands;Islas Peleliu;Peleliu Islands;Peleliu Islands;Peleliu Islands;Peleliu Islands;;;X
PROV2484;Philippine Trench;Philippine Trench;Philippine Trench;Zanja Filipina;Philippine Trench;Philippine Trench;Philippine Trench;Philippine Trench;;;X
PROV2485;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Golfo de Lingayen;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;;;X
PROV2486;Polillo Islands;Polillo Islands;Polillo Islands;Islas Polillo;Polillo Islands;Polillo Islands;Polillo Islands;Polillo Islands;;;X
PROV2487;West Philippine Basin;West Philippine Basin;West Philippine Basin;Cuenca Oeste Filipino;West Philippine Basin;West Philippine Basin;West Philippine Basin;West Philippine Basin;;;X
PROV2488;Osumi Islands;Osumi Islands;Osumi Islands;Islas Osumi;Osumi Islands;Osumi Islands;Osumi Islands;Osumi Islands;;;X
PROV2489;Inland Sea;Inland Sea;Inland Sea;Mar Inland;Inland Sea;Inland Sea;Inland Sea;Inland Sea;;;X
PROV2490;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Zanja Ryuyku;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;;;X
PROV2491;Cape Erimo;Cape Erimo;Cape Erimo;Cabo Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;;;X
PROV2492;Tokyo Bay;Tokyo Bay;Tokyo Bay;Bahía de Tokio;Tokyo Bay;Tokyo Bay;Tokyo Bay;Tokyo Bay;;;X
PROV2493;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Costa de Sikhote Alin;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;;;X
PROV2494;Cape Erimo;Cape Erimo;Cape Erimo;Cabo Erimo;Cape Erimo;Cape Erimo;Cape Erimo;Cape Erimo;;;X
PROV2495;Korea Strait;Korea Strait;Korea Strait;Estre de Corea;Korea Strait;Korea Strait;Korea Strait;Korea Strait;;;X
PROV2496;East Korea Bay;East Korea Bay;East Korea Bay;Bahía del Este de Corea;East Korea Bay;East Korea Bay;East Korea Bay;East Korea Bay;;;X
PROV2497;Tsushima Strait;Tsushima Strait;Tsushima Strait;Estrecho Tsushima;Tsushima Strait;Tsushima Strait;Tsushima Strait;Tsushima Strait;;;X
PROV2498;Sea of Japan;Sea of Japan;Sea of Japan;Mar del Japón;Sea of Japan;Sea of Japan;Sea of Japan;Sea of Japan;;;X
PROV2499;Gulf of Patience;Gulf of Patience;Gulf of Patience;Golfo de Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;;;X
PROV2500;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Costa de Sakhaline;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;;;X
PROV2501;La Perouse Strait;La Perouse Strait;La Perouse Strait;Estrecho La Perouse;La Perouse Strait;La Perouse Strait;La Perouse Strait;La Perouse Strait;;;X
PROV2502;Tartar Strait;Tartar Strait;Tartar Strait;Estrecho de Tartar;Tartar Strait;Tartar Strait;Tartar Strait;Tartar Strait;;;X
PROV2503;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;Mar Sur de Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;;;X
PROV2504;Kuril Islands;Kuril Islands;Kuril Islands;Islas Kuril;Kuril Islands;Kuril Islands;Kuril Islands;Kuril Islands;;;X
PROV2505;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;Costa del Oeste de Kamchatka;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;;;X
PROV2506;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Golfo de Shelikhov;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;;;X
PROV2507;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cabo Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;;;X
PROV2508;Gulf of Uda;Gulf of Uda;Gulf of Uda;Golfo de Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;;;X
PROV2509;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;Mar Norte de Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;;;X
PROV2510;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Bahía de Nagayevo;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;;;X
PROV2511;Sakishima Islands;Sakishima Islands;Sakishima Islands;Islas Sakishima;Sakishima Islands;Sakishima Islands;Sakishima Islands;Sakishima Islands;;;X
PROV2512;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Islas Ryuyku;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;;;X
PROV2513;East China Sea;East China Sea;East China Sea;Mar de China Oriental;East China Sea;East China Sea;East China Sea;East China Sea;;;X
PROV2514;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Bahía de Hangzhou;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;;;X
PROV2515;Formosa Strait;Formosa Strait;Formosa Strait;Estrecho de Formosa;Formosa Strait;Formosa Strait;Formosa Strait;Formosa Strait;;;X
PROV2516;Coast of Shandong;Coast of Shandong;Coast of Shandong;Costa de Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;;;X
PROV2517;Yellow Sea;Yellow Sea;Yellow Sea;Mar Amarillo;Yellow Sea;Yellow Sea;Yellow Sea;Yellow Sea;;;X
PROV2518;Bohai Sea;Bohai Sea;Bohai Sea;Mar Bohai;Bohai Sea;Bohai Sea;Bohai Sea;Bohai Sea;;;X
PROV2519;Spratley Islands;Spratley Islands;Spratley Islands;Islas Spratley;Spratley Islands;Spratley Islands;Spratley Islands;Spratley Islands;;;X
PROV2520;Paracel Islands;Paracel Islands;Paracel Islands;Islas Paracel;Paracel Islands;Paracel Islands;Paracel Islands;Paracel Islands;;;X
PROV2521;South China Sea;South China Sea;South China Sea;Mar del Sur de China;South China Sea;South China Sea;South China Sea;South China Sea;;;X
PROV2522;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cabo Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;;;X
PROV2523;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Golfo de Tonkín;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;;;X
PROV2524;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Costa de Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;;;X
PROV2525;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Ensenada de Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;;;X
PROV2526;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Golfo de Tailandia;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;;;X
PROV2527;Bunguran Islands;Bunguran Islands;Bunguran Islands;Islas Bunguran;Bunguran Islands;Bunguran Islands;Bunguran Islands;Bunguran Islands;;;X
PROV2528;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Costa de Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;;;X
PROV2529;Bangka Island;Bangka Island;Bangka Island;Islas Bangka;Bangka Island;Bangka Island;Bangka Island;Bangka Island;;;X
PROV2530;South Malacca Strait;South Malacca Strait;South Malacca Strait;Estrecho del Sur de Malacca;South Malacca Strait;South Malacca Strait;South Malacca Strait;South Malacca Strait;;;X
